Bowler,Overs,Maidens,Runs,Wickets,Economy,0s,4s,6s,Wides,NoBalls,Year,Balls
Phil DeFreitas,10,2,46,2,4.6,0,0,0,0,0,1987,60
Gladstone Small,10,1,33,1,3.3,0,0,0,0,0,1987,60
Neil Foster,10,0,37,0,3.7,0,0,0,0,0,1987,60
John Emburey,10,1,42,0,4.2,0,0,0,0,0,1987,60
Eddie Hemmings,10,0,57,3,5.7,0,0,0,0,0,1987,60
Ravi Ratnayeke,8,1,37,0,4.63,0,0,0,0,0,1987,48
Vinothen John,6,2,19,0,3.17,0,0,0,0,0,1987,36
Ashantha de Mel,4.2,0,34,0,7.85,0,0,0,0,0,1987,26
Sridharan Jeganathan,10,0,45,2,4.5,0,0,0,0,0,1987,60
Don Anurasiri,10,0,45,0,4.5,0,0,0,0,0,1987,60
Aravinda de Silva,3,0,25,0,8.33,0,0,0,0,0,1987,18
Peter Rawson,9,0,41,0,4.56,0,0,0,0,0,1987,54
Malcolm Jarvis,6,0,33,0,5.5,0,0,0,0,0,1987,36
Ali Shah,7,0,31,0,4.43,0,0,0,0,0,1987,42
Eddo Brandes,10,1,58,0,5.8,0,0,0,0,0,1987,60
John Traicos,10,0,45,2,4.5,0,0,0,0,0,1987,60
Iain Butchart,8,0,52,1,6.5,0,0,0,0,0,1987,48
Craig McDermott,10,0,43,2,4.3,0,0,0,0,0,1987,60
Bruce Reid,9,2,30,0,3.33,0,0,0,0,0,1987,54
Steve Waugh,4,0,9,1,2.25,0,0,0,0,0,1987,24
Simon O'Donnell,7,1,21,0,3.0,0,0,0,0,0,1987,42
Tim May,10,1,30,2,3.0,0,0,0,0,0,1987,60
Allan Border,8,0,36,1,4.5,0,0,0,0,0,1987,48
Dean Jones,1,0,5,0,5.0,0,0,0,0,0,1987,6
David Boon,1,0,17,0,17.0,0,0,0,0,0,1987,6
Martin Snedden,10,0,48,1,4.8,0,0,0,0,0,1987,60
Ewen Chatfield,10,2,52,2,5.2,0,0,0,0,0,1987,60
Stephen Boock,10,1,45,0,4.5,0,0,0,0,0,1987,60
John Bracewell,4,0,24,0,6.0,0,0,0,0,0,1987,24
Dipak Patel,8,0,26,0,3.25,0,0,0,0,0,1987,48
Willie Watson,8,0,46,2,5.75,0,0,0,0,0,1987,48
Craig McDermott,10,1,43,1,4.3,0,0,0,0,0,1987,60
Bruce Reid,6,0,30,0,5.0,0,0,0,0,0,1987,36
Steve Waugh,9.4,0,37,2,3.83,0,0,0,0,0,1987,58
Andrew Zesers,6,0,37,1,6.17,0,0,0,0,0,1987,36
Tim May,10,0,52,0,5.2,0,0,0,0,0,1987,60
Allan Border,7,0,27,2,3.86,0,0,0,0,0,1987,42
Kapil Dev,10,2,44,2,4.4,0,0,0,0,0,1987,60
Manoj Prabhakar,7,2,12,0,1.71,0,0,0,0,0,1987,42
Chetan Sharma,10,0,41,2,4.1,0,0,0,0,0,1987,60
Maninder Singh,10,1,32,1,3.2,0,0,0,0,0,1987,60
Ravi Shastri,10,0,35,1,3.5,0,0,0,0,0,1987,60
Mohammad Azharuddin,3,0,14,0,4.67,0,0,0,0,0,1987,18
Eddo Brandes,6,0,28,0,4.67,0,0,0,0,0,1987,36
Malcolm Jarvis,8,1,21,1,2.63,0,0,0,0,0,1987,48
Ali Shah,8,0,40,0,5.0,0,0,0,0,0,1987,48
John Traicos,10,0,39,0,3.9,0,0,0,0,0,1987,60
Peter Rawson,8,0,46,2,5.75,0,0,0,0,0,1987,48
Iain Butchart,2,0,14,0,7.0,0,0,0,0,0,1987,12
Patrick Patterson,9,0,56,3,6.22,0,0,0,0,0,1987,54
Courtney Walsh,10,0,24,0,2.4,0,0,0,0,0,1987,60
Winston Benjamin,10,0,63,0,6.3,0,0,0,0,0,1987,60
Roger Harper,10,1,52,1,5.2,0,0,0,0,0,1987,60
Carl Hooper,3,0,27,0,9.0,0,0,0,0,0,1987,18
Sir Viv Richards,8,0,32,1,4.0,0,0,0,0,0,1987,48
Phil DeFreitas,9.1,2,28,3,3.05,0,0,0,0,0,1987,55
Neil Foster,10,0,52,1,5.2,0,0,0,0,0,1987,60
John Emburey,9,0,41,2,4.56,0,0,0,0,0,1987,54
Gladstone Small,10,0,61,1,6.1,0,0,0,0,0,1987,60
Eddie Hemmings,10,0,46,2,4.6,0,0,0,0,0,1987,60
Ravi Ratnayeke,10,0,58,1,5.8,0,0,0,0,0,1987,60
Vinothen John,8,1,53,1,6.63,0,0,0,0,0,1987,48
Ashantha de Mel,10,0,53,0,5.3,0,0,0,0,0,1987,60
Sridharan Jeganathan,9,1,45,1,5.0,0,0,0,0,0,1987,54
Don Anurasiri,7,0,45,1,6.43,0,0,0,0,0,1987,42
Aravinda de Silva,6,0,37,1,6.17,0,0,0,0,0,1987,36
Imran Khan,3.2,1,13,1,3.9,0,0,0,0,0,1987,20
Wasim Akram,7,0,34,0,4.86,0,0,0,0,0,1987,42
Manzoor Elahi,9.4,0,32,1,3.31,0,0,0,0,0,1987,58
Tauseef Ahmed,10,1,23,0,2.3,0,0,0,0,0,1987,60
Abdul Qadir,10,0,40,3,4.0,0,0,0,0,0,1987,60
Saleem Malik,7,1,29,0,4.14,0,0,0,0,0,1987,42
Javed Miandad,3,0,5,1,1.67,0,0,0,0,0,1987,18
Martin Snedden,10,2,32,0,3.2,0,0,0,0,0,1987,60
Ewen Chatfield,10,2,47,0,4.7,0,0,0,0,0,1987,60
Dipak Patel,10,1,53,0,5.3,0,0,0,0,0,1987,60
Willie Watson,10,1,45,1,4.5,0,0,0,0,0,1987,60
Stephen Boock,10,1,43,2,4.3,0,0,0,0,0,1987,60
Kevin Curran,2,0,12,0,6.0,0,0,0,0,0,1987,12
Malcolm Jarvis,7.4,0,39,1,5.09,0,0,0,0,0,1987,46
Eddo Brandes,10,1,44,2,4.4,0,0,0,0,0,1987,60
Ali Shah,10,0,34,2,3.4,0,0,0,0,0,1987,60
Iain Butchart,8,0,50,0,6.25,0,0,0,0,0,1987,48
John Traicos,10,0,43,1,4.3,0,0,0,0,0,1987,60
Simon O'Donnell,9,1,45,1,5.0,0,0,0,0,0,1987,54
Bruce Reid,10,0,65,1,6.5,0,0,0,0,0,1987,60
Steve Waugh,10,0,59,1,5.9,0,0,0,0,0,1987,60
Craig McDermott,10,0,61,3,6.1,0,0,0,0,0,1987,60
Tom Moody,2,0,15,0,7.5,0,0,0,0,0,1987,12
Andrew Zesers,9,1,37,0,4.11,0,0,0,0,0,1987,54
Kapil Dev,8,1,41,1,5.13,0,0,0,0,0,1987,48
Manoj Prabhakar,10,0,56,1,5.6,0,0,0,0,0,1987,60
Maninder Singh,10,0,34,3,3.4,0,0,0,0,0,1987,60
Ravi Shastri,10,0,35,1,3.5,0,0,0,0,0,1987,60
Chetan Sharma,7.1,0,37,0,5.16,0,0,0,0,0,1987,43
Mohammad Azharuddin,3.5,0,19,3,4.96,0,0,0,0,0,1987,23
Ravi Ratnayeke,10,1,41,3,4.1,0,0,0,0,0,1987,60
Vinothen John,5,1,25,0,5.0,0,0,0,0,0,1987,30
Rumesh Ratnayake,5,0,39,1,7.8,0,0,0,0,0,1987,30
Sridharan Jeganathan,10,1,33,1,3.3,0,0,0,0,0,1987,60
Don Anurasiri,10,1,46,1,4.6,0,0,0,0,0,1987,60
Aravinda de Silva,10,0,43,2,4.3,0,0,0,0,0,1987,60
Patrick Patterson,10,0,31,3,3.1,0,0,0,0,0,1987,60
Courtney Walsh,9,2,43,1,4.78,0,0,0,0,0,1987,54
Winston Benjamin,10,0,43,1,4.3,0,0,0,0,0,1987,60
Roger Harper,10,1,29,1,2.9,0,0,0,0,0,1987,60
Carl Hooper,8,0,35,1,4.38,0,0,0,0,0,1987,48
Sir Viv Richards,3,0,17,0,5.67,0,0,0,0,0,1987,18
Imran Khan,9,0,37,4,4.11,0,0,0,0,0,1987,54
Wasim Akram,8,0,44,0,5.5,0,0,0,0,0,1987,48
Tauseef Ahmed,10,0,46,1,4.6,0,0,0,0,0,1987,60
Abdul Qadir,10,0,31,3,3.1,0,0,0,0,0,1987,60
Saleem Jaffar,8,0,44,0,5.5,0,0,0,0,0,1987,48
Saleem Malik,5,0,35,0,7.0,0,0,0,0,0,1987,30
Phil DeFreitas,8,2,41,1,5.13,0,0,0,0,0,1987,48
Neil Foster,10,0,51,0,5.1,0,0,0,0,0,1987,60
Eddie Hemmings,10,1,40,0,4.0,0,0,0,0,0,1987,60
John Emburey,10,0,34,1,3.4,0,0,0,0,0,1987,60
Gladstone Small,9,0,63,0,7.0,0,0,0,0,0,1987,54
Graham Gooch,2,0,12,0,6.0,0,0,0,0,0,1987,12
Martin Snedden,6,0,36,2,6.0,0,0,0,0,0,1987,36
Ewen Chatfield,6,0,27,1,4.5,0,0,0,0,0,1987,36
Willie Watson,6,0,34,0,5.67,0,0,0,0,0,1987,36
Dipak Patel,6,0,45,1,7.5,0,0,0,0,0,1987,36
John Bracewell,6,0,51,0,8.5,0,0,0,0,0,1987,36
Craig McDermott,6,0,30,1,5.0,0,0,0,0,0,1987,36
Bruce Reid,6,0,38,2,6.33,0,0,0,0,0,1987,36
Tim May,6,0,39,0,6.5,0,0,0,0,0,1987,36
Simon O'Donnell,6,0,44,2,7.33,0,0,0,0,0,1987,36
Steve Waugh,6,0,36,2,6.0,0,0,0,0,0,1987,36
Ravi Ratnayeke,9,0,62,2,6.89,0,0,0,0,0,1987,54
Vinothen John,10,0,44,0,4.4,0,0,0,0,0,1987,60
Aravinda de Silva,7,0,33,0,4.71,0,0,0,0,0,1987,42
Rumesh Ratnayake,10,0,60,1,6.0,0,0,0,0,0,1987,60
Don Anurasiri,8,0,44,1,5.5,0,0,0,0,0,1987,48
Arjuna Ranatunga,6,0,40,0,6.67,0,0,0,0,0,1987,36
Phil DeFreitas,9,2,24,1,2.67,0,0,0,0,0,1987,54
Gladstone Small,7,0,27,0,3.86,0,0,0,0,0,1987,42
Derek Pringle,4,0,11,1,2.75,0,0,0,0,0,1987,24
John Emburey,10,1,26,2,2.6,0,0,0,0,0,1987,60
Eddie Hemmings,10,1,31,2,3.1,0,0,0,0,0,1987,60
Graham Gooch,2,0,9,0,4.5,0,0,0,0,0,1987,12
Bill Athey,1,0,10,0,10.0,0,0,0,0,0,1987,6
Chris Broad,1,0,6,0,6.0,0,0,0,0,0,1987,6
Allan Lamb,1,0,3,0,3.0,0,0,0,0,0,1987,6
Kapil Dev,8,1,17,0,2.13,0,0,0,0,0,1987,48
Manoj Prabhakar,8,1,19,4,2.38,0,0,0,0,0,1987,48
Maninder Singh,10,0,21,3,2.1,0,0,0,0,0,1987,60
Mohammad Azharuddin,1,0,6,0,6.0,0,0,0,0,0,1987,6
Laxman Sivaramakrishnan,9,0,36,1,4.0,0,0,0,0,0,1987,54
Ravi Shastri,8.2,0,28,1,3.36,0,0,0,0,0,1987,50
Kevin Curran,6,0,32,0,5.33,0,0,0,0,0,1987,36
Malcolm Jarvis,4,0,22,0,5.5,0,0,0,0,0,1987,24
Iain Butchart,3,0,20,0,6.67,0,0,0,0,0,1987,18
John Traicos,8,0,27,2,3.38,0,0,0,0,0,1987,48
Babu Meman,6.5,0,34,0,4.98,0,0,0,0,0,1987,41
Imran Khan,8.3,2,37,4,4.35,0,0,0,0,0,1987,51
Wasim Akram,10,0,45,2,4.5,0,0,0,0,0,1987,60
Abdul Qadir,8,0,42,0,5.25,0,0,0,0,0,1987,48
Tauseef Ahmed,10,2,35,1,3.5,0,0,0,0,0,1987,60
Saleem Jaffar,10,0,30,3,3.0,0,0,0,0,0,1987,60
Saleem Malik,3,0,12,0,4.0,0,0,0,0,0,1987,18
Patrick Patterson,10,1,51,2,5.1,0,0,0,0,0,1987,60
Courtney Walsh,10,1,40,4,4.0,0,0,0,0,0,1987,60
Eldine Baptiste,8,1,33,0,4.13,0,0,0,0,0,1987,48
Roger Harper,10,0,28,1,2.8,0,0,0,0,0,1987,60
Carl Hooper,10,0,38,1,3.8,0,0,0,0,0,1987,60
Sir Viv Richards,2,0,10,0,5.0,0,0,0,0,0,1987,12
Ewen Chatfield,10,1,39,1,3.9,0,0,0,0,0,1987,60
Martin Snedden,10,1,56,0,5.6,0,0,0,0,0,1987,60
Willie Watson,9,0,59,1,6.56,0,0,0,0,0,1987,54
Stephen Boock,4,0,26,0,6.5,0,0,0,0,0,1987,24
John Bracewell,7,0,32,0,4.57,0,0,0,0,0,1987,42
Dipak Patel,10,0,36,3,3.6,0,0,0,0,0,1987,60
Kapil Dev,10,1,54,0,5.4,0,0,0,0,0,1987,60
Manoj Prabhakar,8,0,38,1,4.75,0,0,0,0,0,1987,48
Mohammad Azharuddin,4,0,11,1,2.75,0,0,0,0,0,1987,24
Laxman Sivaramakrishnan,8,0,34,0,4.25,0,0,0,0,0,1987,48
Maninder Singh,10,0,40,2,4.0,0,0,0,0,0,1987,60
Ravi Shastri,10,0,45,2,4.5,0,0,0,0,0,1987,60
Vinothen John,10,1,48,0,4.8,0,0,0,0,0,1987,60
Ravi Ratnayeke,8,0,68,2,8.5,0,0,0,0,0,1987,48
Don Anurasiri,10,0,39,0,3.9,0,0,0,0,0,1987,60
Ashantha de Mel,10,0,97,1,9.7,0,0,0,0,0,1987,60
Aravinda de Silva,6,0,35,0,5.83,0,0,0,0,0,1987,36
Arjuna Ranatunga,2,0,18,0,9.0,0,0,0,0,0,1987,12
Asanka Gurusinha,4,0,43,1,10.75,0,0,0,0,0,1987,24
Patrick Patterson,7,0,32,1,4.57,0,0,0,0,0,1987,42
Courtney Walsh,7,2,23,1,3.29,0,0,0,0,0,1987,42
Roger Harper,10,2,15,0,1.5,0,0,0,0,0,1987,60
Winston Benjamin,4,0,11,0,2.75,0,0,0,0,0,1987,24
Carl Hooper,10,0,39,2,3.9,0,0,0,0,0,1987,60
Sir Viv Richards,8,0,22,0,2.75,0,0,0,0,0,1987,48
Sir Richie Richardson,4,0,24,0,6.0,0,0,0,0,0,1987,24
Kevin Curran,8,0,29,2,3.63,0,0,0,0,0,1987,48
Malcolm Jarvis,10,0,40,0,4.0,0,0,0,0,0,1987,60
Peter Rawson,6,0,39,0,6.5,0,0,0,0,0,1987,36
Iain Butchart,10,1,59,2,5.9,0,0,0,0,0,1987,60
John Traicos,10,0,36,0,3.6,0,0,0,0,0,1987,60
Ali Shah,6,0,32,1,5.33,0,0,0,0,0,1987,36
Craig McDermott,7,1,13,1,1.86,0,0,0,0,0,1987,42
Bruce Reid,7,1,21,1,3.0,0,0,0,0,0,1987,42
Simon O'Donnell,9.4,1,39,4,4.03,0,0,0,0,0,1987,58
Steve Waugh,6,3,7,0,1.17,0,0,0,0,0,1987,36
Tim May,8,0,29,2,3.63,0,0,0,0,0,1987,48
Peter Taylor,5,0,25,0,5.0,0,0,0,0,0,1987,30
Phil DeFreitas,10,1,42,3,4.2,0,0,0,0,0,1987,60
Neil Foster,10,1,35,1,3.5,0,0,0,0,0,1987,60
Gladstone Small,10,1,47,2,4.7,0,0,0,0,0,1987,60
Derek Pringle,10,0,54,0,5.4,0,0,0,0,0,1987,60
John Emburey,10,0,51,0,5.1,0,0,0,0,0,1987,60
Wasim Akram,9,0,32,0,3.56,0,0,0,0,0,1987,54
Saleem Jaffar,9.4,0,42,2,4.34,0,0,0,0,0,1987,58
Tauseef Ahmed,10,0,39,1,3.9,0,0,0,0,0,1987,60
Abdul Qadir,10,0,31,4,3.1,0,0,0,0,0,1987,60
Saleem Malik,7,0,29,0,4.14,0,0,0,0,0,1987,42
Mansoor Akhtar,3,0,16,0,5.33,0,0,0,0,0,1987,18
Kevin Curran,10,0,51,2,5.1,0,0,0,0,0,1987,60
Peter Rawson,10,0,62,2,6.2,0,0,0,0,0,1987,60
Eddo Brandes,7,2,24,0,3.43,0,0,0,0,0,1987,42
John Traicos,10,2,28,1,2.8,0,0,0,0,0,1987,60
Iain Butchart,4,0,27,0,6.75,0,0,0,0,0,1987,24
Ali Shah,9,0,42,2,4.67,0,0,0,0,0,1987,54
Ewen Chatfield,10,2,26,1,2.6,0,0,0,0,0,1987,60
Martin Snedden,9,0,53,2,5.89,0,0,0,0,0,1987,54
Willie Watson,10,2,36,2,3.6,0,0,0,0,0,1987,60
John Bracewell,7,0,48,0,6.86,0,0,0,0,0,1987,42
Dipak Patel,5,0,27,0,5.4,0,0,0,0,0,1987,30
Stephen Boock,8.4,0,42,2,4.85,0,0,0,0,0,1987,52
Phil DeFreitas,10,2,31,1,3.1,0,0,0,0,0,1987,60
Neil Foster,10,0,53,3,5.3,0,0,0,0,0,1987,60
John Emburey,10,1,22,0,2.2,0,0,0,0,0,1987,60
Gladstone Small,10,0,45,1,4.5,0,0,0,0,0,1987,60
Derek Pringle,10,0,83,0,8.3,0,0,0,0,0,1987,60
Patrick Patterson,10,0,49,2,4.9,0,0,0,0,0,1987,60
Courtney Walsh,9.3,0,65,1,6.84,0,0,0,0,0,1987,57
Roger Harper,10,0,44,0,4.4,0,0,0,0,0,1987,60
Winston Benjamin,10,2,32,0,3.2,0,0,0,0,0,1987,60
Carl Hooper,10,0,42,3,4.2,0,0,0,0,0,1987,60
Kapil Dev,10,0,41,0,4.1,0,0,0,0,0,1987,60
Manoj Prabhakar,10,0,47,2,4.7,0,0,0,0,0,1987,60
Roger Binny,7,0,46,1,6.57,0,0,0,0,0,1987,42
Maninder Singh,10,0,48,1,4.8,0,0,0,0,0,1987,60
Ravi Shastri,10,0,50,1,5.0,0,0,0,0,0,1987,60
Mohammad Azharuddin,3,0,20,0,6.67,0,0,0,0,0,1987,18
Craig McDermott,10,0,56,4,5.6,0,0,0,0,0,1987,60
Bruce Reid,10,2,35,0,3.5,0,0,0,0,0,1987,60
Simon O'Donnell,9,1,32,1,3.56,0,0,0,0,0,1987,54
Peter Taylor,5,0,46,1,9.2,0,0,0,0,0,1987,30
Steve Waugh,9.5,0,52,2,5.29,0,0,0,0,0,1987,59
Allan Border,6,0,39,0,6.5,0,0,0,0,0,1987,36
Vinothen John,10,2,37,0,3.7,0,0,0,0,0,1987,60
Rumesh Ratnayake,10,0,64,2,6.4,0,0,0,0,0,1987,60
Ravi Ratnayeke,9,0,47,2,5.22,0,0,0,0,0,1987,54
Aravinda de Silva,10,0,44,0,4.4,0,0,0,0,0,1987,60
Don Anurasiri,10,0,52,1,5.2,0,0,0,0,0,1987,60
Asanka Gurusinha,1,0,8,0,8.0,0,0,0,0,0,1987,6
Imran Khan,10,2,42,2,4.2,0,0,0,0,0,1987,60
Wasim Akram,9.2,1,41,2,4.39,0,0,0,0,0,1987,56
Mudassar Nazar,9,0,63,0,7.0,0,0,0,0,0,1987,54
Abdul Qadir,10,1,30,2,3.0,0,0,0,0,0,1987,60
Tauseef Ahmed,10,0,48,1,4.8,0,0,0,0,0,1987,60
Mansoor Akhtar,1,0,7,1,7.0,0,0,0,0,0,1987,6
Derek Pringle,10,2,22,3,2.2,51,1,0,3,5,1991,60
Chris Lewis,10,2,52,0,5.2,36,5,0,1,2,1991,60
Sir Ian Botham,7,0,42,1,6.0,22,5,0,1,0,1991,42
Phil DeFreitas,10,1,42,0,4.2,30,3,0,0,0,1991,60
Richard Illingworth,10,0,50,1,5.0,28,2,1,0,0,1991,60
Dermot Reeve,3,0,22,0,7.33,6,2,0,1,0,1991,18
Wasim Akram,10,0,49,3,4.9,34,1,0,6,4,1991,60
Aaqib Javed,10,2,27,2,2.7,45,2,0,3,1,1991,60
Mushtaq Ahmed,10,1,41,3,4.1,38,3,0,1,0,1991,60
Ijaz Ahmed,3,0,13,0,4.33,8,0,0,2,0,1991,18
Imran Khan,6.2,0,43,1,6.79,11,4,0,0,1,1991,38
Aamer Sohail,10,0,49,0,4.9,24,1,0,1,0,1991,60
Allan Donald,10,0,69,2,6.9,0,0,0,5,3,1991,60
Meyrick Pringle,9,2,36,2,4.0,0,0,0,2,4,1991,54
Richard Snell,8,0,52,1,6.5,0,0,0,2,0,1991,48
Brian McMillan,9,0,47,1,5.22,0,0,0,0,0,1991,54
Adrian Kuiper,5,0,26,0,5.2,0,0,0,0,0,1991,30
Hansie Cronje,4,0,14,0,3.5,0,0,0,0,0,1991,24
