Batsman,Dismissal,Runs,Balls,Minutes,4s,6s,StrikeRate,Year
Sanjay Manjrekar,b Jayasuriya,25,48,105,1,0,52.08,1995
Mohammad Azharuddin,c & b Dharmasena,0,6,3,0,0,0.0,1995
Vinod Kambli,not out,10,29,49,0,0,34.48,1995
Javagal Srinath,run out,6,6,8,1,0,100.0,1995
Ajay Jadeja,b Jayasuriya,0,11,9,0,0,0.0,1995
Nayan Mongia,c Jayasuriya b de Silva,1,8,10,0,0,12.5,1995
Aashish Kapoor,c de Silva b Muralitharan,0,1,1,0,0,0.0,1995
Anil Kumble,not out,0,0,1,0,0,0.0,1995
Craig Spearman,c Healy b Reiffel,12,12,16,3,0,100.0,1995
Nathan Astle,c Healy b DW Fleming,1,6,10,0,0,16.67,1995
Lee Germon,c DW Fleming b McGrath,89,96,149,9,1,92.71,1995
Stephen Fleming,c SR Waugh b McGrath,8,18,18,0,0,44.44,1995
Chris Harris,c Reiffel b Warne,130,124,162,13,4,104.84,1995
Roger Twose,b Bevan,4,12,14,0,0,33.33,1995
Chris Cairns,c Reiffel b ME Waugh,4,9,6,0,0,44.44,1995
Adam Parore,lbw b Warne,11,13,16,0,0,84.62,1995
Shane Thomson,run out,11,10,13,1,0,110.0,1995
Dipak Patel,not out,3,4,3,0,0,75.0,1995
Mark Taylor,c Germon b Patel,10,24,23,1,0,41.67,1995
Mark Waugh,c Parore b Nash,110,112,156,6,2,98.21,1995
Ricky Ponting,c sub (RJ Kennedy) b Thomson,31,43,32,4,0,72.09,1995
Shane Warne,lbw b Astle,24,14,40,1,2,171.43,1995
Steve Waugh,not out,59,68,99,5,0,86.76,1995
Stuart Law,not out,42,30,47,3,1,140.0,1995
Shivnarine Chanderpaul,c Cullinan b McMillan,56,93,126,4,0,60.22,1995
Courtney Browne,c Cullinan b Matthews,26,18,25,3,0,144.44,1995
Brian Lara,c Pollock b Symcox,111,94,142,16,0,118.09,1995
Sir Richie Richardson,c Kirsten b Symcox,10,27,32,0,0,37.04,1995
Roger Harper,lbw b McMillan,9,15,20,1,0,60.0,1995
Roland Holder,run out (PR Adams),5,9,18,0,0,55.56,1995
Keith Arthurton,c Hudson b PR Adams,1,5,4,0,0,20.0,1995
Jimmy Adams,not out,13,17,26,1,0,76.47,1995
Ian Bishop,b PR Adams,17,22,32,1,1,77.27,1995
Sir Curtly Ambrose,not out,0,1,3,0,0,0.0,1995
Andrew Hudson,c Walsh b JC Adams,54,80,110,8,0,67.5,1995
Gary Kirsten,hit wicket b Ambrose,3,14,24,0,0,21.43,1995
Daryll Cullinan,c Bishop b JC Adams,69,78,104,3,3,88.46,1995
Hansie Cronje,c Arthurton b JC Adams,40,47,55,2,2,85.11,1995
Jonty Rhodes,c JC Adams b Harper,13,24,45,0,0,54.17,1995
Brian McMillan,lbw b Harper,6,7,11,0,0,85.71,1995
Shaun Pollock,c JC Adams b Harper,6,7,20,0,0,85.71,1995
Steve Palframan,c & b Harper,1,2,3,0,0,50.0,1995
Pat Symcox,c Harper b Arthurton,24,20,20,1,2,120.0,1995
Craig Matthews,not out,8,12,23,0,0,66.67,1995
Paul Adams,b Walsh,10,14,17,0,0,71.43,1995
Navjot Sidhu,b Mushtaq Ahmed,93,115,160,11,0,80.87,1995
Sachin Tendulkar,b Ata-ur-Rehman,31,59,103,3,0,52.54,1995
Sanjay Manjrekar,c Javed Miandad b Aamer Sohail,20,43,42,0,0,46.51,1995
Mohammad Azharuddin,c Rashid Latif b Waqar Younis,27,22,27,1,1,122.73,1995
Vinod Kambli,b Mushtaq Ahmed,24,26,41,1,0,92.31,1995
Ajay Jadeja,c Aamer Sohail b Waqar Younis,45,25,41,4,2,180.0,1995
Nayan Mongia,run out,3,3,6,0,0,100.0,1995
Anil Kumble,c Javed Miandad b Aaqib Javed,10,6,9,2,0,166.67,1995
Javagal Srinath,not out,12,4,8,2,0,300.0,1995
Venkatesh Prasad,not out,0,0,2,0,0,0.0,1995
Aamer Sohail,b Prasad,55,46,67,9,1,119.57,1995
Saeed Anwar,c Kumble b Srinath,48,32,45,5,2,150.0,1995
Ijaz Ahmed,c Srinath b Prasad,12,23,24,1,0,52.17,1995
Inzamam-ul-Haq,c Mongia b Prasad,12,20,26,1,0,60.0,1995
Saleem Malik,lbw b Kumble,38,50,58,4,0,76.0,1995
Javed Miandad,run out,38,64,88,2,0,59.38,1995
Rashid Latif,st Mongia b Raju,26,25,28,1,2,104.0,1995
Mushtaq Ahmed,c & b Kumble,0,2,3,0,0,0.0,1995
Waqar Younis,not out,4,21,24,0,0,19.05,1995
Ata-ur-Rehman,lbw b Kumble,0,1,1,0,0,0.0,1995
Aaqib Javed,not out,6,10,13,0,0,60.0,1995
Robin Smith,run out,25,41,78,3,0,60.98,1995
Mike Atherton,c Kaluwitharana b Vaas,22,27,32,2,0,81.48,1995
Graeme Hick,c Ranatunga b Muralitharan,8,21,27,0,0,38.1,1995
Graham Thorpe,b Dharmasena,14,31,39,1,0,45.16,1995
Phil DeFreitas,lbw b Jayasuriya,67,64,89,5,2,104.69,1995
Alec Stewart,b Muralitharan,17,38,50,0,0,44.74,1995
Jack Russell,b Dharmasena,9,17,18,0,0,52.94,1995
Dermot Reeve,b Jayasuriya,35,34,37,2,0,102.94,1995
Darren Gough,not out,26,26,34,5,0,100.0,1995
Peter Martin,not out,0,1,1,0,0,0.0,1995
Sanath Jayasuriya,st Russell b Reeve,82,44,67,13,3,186.36,1995
Romesh Kaluwitharana,b Illingworth,8,3,7,2,0,266.67,1995
Asanka Gurusinha,run out,45,63,124,5,0,71.43,1995
Aravinda de Silva,c Smith b Hick,31,30,38,5,0,103.33,1995
Arjuna Ranatunga,lbw b Gough,25,17,14,5,0,147.06,1995
Hashan Tillakaratne,not out,19,50,65,1,0,38.0,1995
Roshan Mahanama,not out,22,38,55,2,0,57.89,1995
Aamer Sohail,c Thomson b Kennedy,50,62,60,10,0,80.65,1995
Saeed Anwar,run out (Thomson),62,67,113,0,0,92.54,1995
Ijaz Ahmed,c Spearman b Cairns,26,46,68,0,0,56.52,1995
Inzamam-ul-Haq,run out,39,41,63,4,1,95.12,1995
Javed Miandad,run out (sub [CZ Harris]),5,19,27,0,0,26.32,1995
Saleem Malik,not out,55,47,62,5,0,117.02,1995
Wasim Akram,not out,28,26,42,2,0,107.69,1995
Craig Spearman,c Rashid Latif b Aaqib Javed,14,13,29,2,0,107.69,1995
Nathan Astle,c Rashid Latif b Waqar Younis,6,17,23,1,0,35.29,1995
Lee Germon,c sub (Ata-ur-Rehman) b Mushtaq Ahmed,41,67,110,1,0,61.19,1995
Stephen Fleming,st Rashid Latif b Saleem Malik,42,43,63,7,0,97.67,1995
Roger Twose,c Saleem Malik b Mushtaq Ahmed,24,38,49,0,0,63.16,1995
Chris Cairns,c Rashid Latif b Aamer Sohail,32,34,28,1,2,94.12,1995
Adam Parore,c Mushtaq Ahmed b Saleem Malik,36,34,41,3,0,105.88,1995
Shane Thomson,c Rashid Latif b Waqar Younis,13,25,32,0,0,52.0,1995
Dion Nash,not out,5,12,18,0,0,41.67,1995
Robert Kennedy,b Aaqib Javed,2,3,7,0,0,66.67,1995
Danny Morrison,absent hurt,0,0,0,0,0,0.0,1995
Sanath Jayasuriya,c LO Tikolo b EO Odumbe,44,27,43,5,3,162.96,1995
Romesh Kaluwitharana,b EO Odumbe,33,18,51,4,2,183.33,1995
Asanka Gurusinha,c Onyango b Karim,84,103,120,7,3,81.55,1995
Aravinda de Silva,c Modi b Suji,145,115,153,14,5,126.09,1995
Arjuna Ranatunga,not out,75,40,49,13,1,187.5,1995
Hashan Tillakaratne,run out,0,1,4,0,0,0.0,1995
Roshan Mahanama,not out,0,0,3,0,0,0.0,1995
Dipak Chudasama,b Muralitharan,27,23,40,5,0,117.39,1995
Kennedy Otieno,b Vaas,14,28,34,1,1,50.0,1995
Steve Tikolo,b Dharmasena,96,95,122,8,4,101.05,1995
Maurice Odumbe,st Kaluwitharana b Muralitharan,0,2,2,0,0,0.0,1995
Hitesh Modi,run out (Muralitharan),41,82,111,2,0,50.0,1995
David Tikolo,not out,25,40,45,2,1,62.5,1995
Tito Odumbe,c Muralitharan b Ranatunga,4,17,15,0,0,23.53,1995
Lameck Onyango,c sub (MS Atapattu) b Ranatunga,23,18,22,2,1,127.78,1995
Martin Suji,not out,2,4,4,0,0,50.0,1995
Sachin Tendulkar,b Streak,3,12,10,0,0,25.0,1995
Navjot Sidhu,c Streak b PA Strang,80,116,166,5,0,68.97,1995
Sanjay Manjrekar,c Campbell b Lock,2,18,27,0,0,11.11,1995
Mohammad Azharuddin,c Campbell b BC Strang,2,10,14,0,0,20.0,1995
Vinod Kambli,c GW Flower b Lock,106,110,137,11,0,96.36,1995
Ajay Jadeja,not out,44,27,39,3,2,162.96,1995
Nayan Mongia,not out,6,9,13,0,0,66.67,1995
Andy Waller,c Tendulkar b Kumble,22,36,62,1,0,61.11,1995
Grant Flower,c Azharuddin b Raju,30,42,58,1,0,71.43,1995
Guy Whittall,run out,10,29,58,0,0,34.48,1995
Alistair Campbell,c & b Jadeja,28,55,48,4,0,50.91,1995
Andy Flower,b Raju,28,40,65,1,0,70.0,1995
Craig Evans,c Srinath b Jadeja,6,5,5,1,0,120.0,1995
Heath Streak,lbw b Raju,30,39,45,3,0,76.92,1995
Paul Strang,b Srinath,14,21,25,1,0,66.67,1995
Bryan Strang,lbw b Srinath,3,13,21,0,0,23.08,1995
Stephen Peall,c Raju b Kumble,9,14,12,2,0,64.29,1995
Charlie Lock,not out,2,4,8,0,0,50.0,1995
Gary Kirsten,c Zuiderent b Aponso,83,98,118,6,0,84.69,1995
Andrew Hudson,c van Oosterom b Gouka,161,132,153,13,4,121.97,1995
Hansie Cronje,c Lubbers b Cantrell,41,39,48,3,0,105.13,1995
Daryll Cullinan,not out,19,17,31,1,0,111.76,1995
Jacques Kallis,not out,17,16,17,0,0,106.25,1995
Nolan Clarke,c Pollock b Donald,32,46,64,6,1,69.57,1995
Peter Cantrell,c & b Matthews,23,39,47,3,0,58.97,1995
Tim de Leede,b Donald,12,26,36,1,0,46.15,1995
Klaas-Jan van Noortwijk,c Palframan b Symcox,9,24,38,1,0,37.5,1995
Flavian Aponso,c Kirsten b Symcox,6,31,41,0,0,19.35,1995
Bas Zuiderent,run out,27,50,49,2,0,54.0,1995
Marcel Schewe,b Matthews,20,34,62,1,0,58.82,1995
Eric Gouka,c Kallis b Pollock,19,35,28,2,0,54.29,1995
Robert van Oosterom,not out,5,15,15,0,0,33.33,1995
Steven Lubbers,not out,2,2,8,0,0,100.0,1995
Mark Waugh,st Browne b Harper,30,62,102,1,0,48.39,1995
Mark Taylor,c Browne b Walsh,9,38,49,0,0,23.68,1995
Ricky Ponting,run out,102,112,143,5,1,91.07,1995
Steve Waugh,b Walsh,57,64,74,3,1,89.06,1995
Michael Bevan,run out,2,3,6,0,0,66.67,1995
Stuart Law,not out,12,12,22,0,0,100.0,1995
Ian Healy,run out,3,4,6,0,0,75.0,1995
Paul Reiffel,not out,4,6,6,0,0,66.67,1995
Sherwin Campbell,c Healy b Fleming,1,5,7,0,0,20.0,1995
Courtney Browne,run out,10,18,33,2,0,55.56,1995
Brian Lara,c McGrath b ME Waugh,60,70,102,7,0,85.71,1995
Sir Richie Richardson,not out,93,133,178,10,1,69.92,1995
Shivnarine Chanderpaul,b ME Waugh,10,17,28,0,0,58.82,1995
Roger Harper,lbw b Reiffel,22,27,38,2,0,81.48,1995
Keith Arthurton,lbw b ME Waugh,0,3,5,0,0,0.0,1995
Jimmy Adams,not out,17,22,27,3,0,77.27,1995
Robin Smith,c Waqar Younis b Saleem Malik,75,92,115,8,1,81.52,1995
Mike Atherton,b Aamer Sohail,66,91,127,6,0,72.53,1995
Graeme Hick,st Rashid Latif b Aamer Sohail,1,2,4,0,0,50.0,1995
Graham Thorpe,not out,52,64,92,3,0,81.25,1995
Neil Fairbrother,c Wasim Akram b Mushtaq Ahmed,13,21,24,1,0,61.9,1995
Jack Russell,c & b Mushtaq Ahmed,4,7,10,0,0,57.14,1995
Dermot Reeve,b Mushtaq Ahmed,3,5,9,0,0,60.0,1995
Dominic Cork,lbw b Waqar Younis,0,2,5,0,0,0.0,1995
Darren Gough,b Wasim Akram,14,15,22,1,0,93.33,1995
Peter Martin,run out,2,4,6,0,0,50.0,1995
Richard Illingworth,not out,1,1,1,0,0,100.0,1995
Aamer Sohail,c Thorpe b Illingworth,42,56,70,6,0,75.0,1995
Saeed Anwar,c Russell b Cork,71,72,125,8,0,98.61,1995
Ijaz Ahmed,c Russell b Cork,70,83,113,6,0,84.34,1995
Inzamam-ul-Haq,not out,53,54,89,6,0,98.15,1995
Javed Miandad,not out,11,21,29,1,0,52.38,1995
Manoj Prabhakar,c Gurusinha b Pushpakumara,7,36,41,1,0,19.44,1995
Sachin Tendulkar,run out,137,137,198,8,5,100.0,1995
Sanjay Manjrekar,c Kaluwitharana b Dharmasena,32,46,56,2,1,69.57,1995
Mohammad Azharuddin,not out,72,80,101,4,0,90.0,1995
Vinod Kambli,not out,1,1,2,0,0,100.0,1995
Sanath Jayasuriya,c Prabhakar b Kumble,79,76,93,9,2,103.95,1995
Romesh Kaluwitharana,c Kumble b Prasad,26,16,22,6,0,162.5,1995
Asanka Gurusinha,run out,25,27,61,2,1,92.59,1995
Aravinda de Silva,st Mongia b Kumble,8,14,14,1,0,57.14,1995
Arjuna Ranatunga,not out,46,63,118,2,0,73.02,1995
Hashan Tillakaratne,not out,70,98,110,6,0,71.43,1995
Nolan Clarke,c Mehra b Shehzad Altaf,0,11,12,0,0,0.0,1995
Peter Cantrell,c Imtiaz Abbasi b Azhar Saeed,47,106,160,1,0,44.34,1995
Flavian Aponso,c & b Dukanwala,45,80,89,6,0,56.25,1995
Tim de Leede,c & b Azhar Saeed,36,47,55,3,0,76.6,1995
Klaas-Jan van Noortwijk,c Zarawani b Dukanwala,26,19,29,3,0,136.84,1995
Steven Lubbers,c Saeed-al-Saffar b Zarawani,8,8,10,1,0,100.0,1995
Roland Lefebvre,c Mohammad Ishaq b Dukanwala,12,8,17,0,1,150.0,1995
Bas Zuiderent,st Imtiaz Abbasi b Dukanwala,3,5,10,0,0,60.0,1995
Marcel Schewe,b Dukanwala,6,6,11,0,0,100.0,1995
Robert van Oosterom,not out,2,4,10,0,0,50.0,1995
Paul-Jan Bakker,not out,1,4,8,0,0,25.0,1995
Azhar Saeed,run out,32,82,101,2,0,39.02,1995
Saleem Raza,c Zuiderent b Lubbers,84,68,79,7,6,123.53,1995
Mazhar Hussain,c Clarke b Lefebvre,16,14,14,3,0,114.29,1995
Vijay Mehra,not out,29,45,69,2,0,64.44,1995
Mohammad Ishaq,not out,51,55,62,8,0,92.73,1995
Andy Waller,run out,67,101,137,10,0,66.34,1995
Grant Flower,b McGrath,4,16,24,0,0,25.0,1995
Guy Whittall,c & b SR Waugh,6,22,24,1,0,27.27,1995
Alistair Campbell,c ME Waugh b SR Waugh,5,10,18,1,0,50.0,1995
Andy Flower,st Healy b Warne,7,15,14,1,0,46.67,1995
Craig Evans,c Healy b Warne,18,24,29,2,1,75.0,1995
Heath Streak,c SR Waugh b Fleming,13,41,43,0,0,31.71,1995
Paul Strang,not out,16,29,42,1,0,55.17,1995
Bryan Strang,b Fleming,0,2,2,0,0,0.0,1995
Stephen Peall,c Healy b Warne,0,4,5,0,0,0.0,1995
Charlie Lock,b Warne,5,11,13,1,0,45.45,1995
Mark Taylor,c BC Strang b PA Strang,34,50,72,5,0,68.0,1995
Mark Waugh,not out,76,109,129,10,0,69.72,1995
Ricky Ponting,c & b PA Strang,33,51,47,4,0,64.71,1995
Steve Waugh,not out,5,7,8,1,0,71.43,1995
Aamer Sohail,c Cronje b Pollock,111,139,205,8,0,79.86,1995
Saeed Anwar,c McMillan b Cronje,25,30,47,3,0,83.33,1995
Ijaz Ahmed,lbw b Cronje,0,2,2,0,0,0.0,1995
Inzamam-ul-Haq,run out,23,39,54,3,0,58.97,1995
Saleem Malik,c Palframan b Adams,40,66,73,3,0,60.61,1995
Wasim Akram,not out,32,25,35,3,0,128.0,1995
Rashid Latif,lbw b Matthews,0,1,3,0,0,0.0,1995
Ramiz Raja,not out,2,2,5,0,0,100.0,1995
Andrew Hudson,b Waqar Younis,33,26,36,6,0,126.92,1995
Gary Kirsten,b Saqlain Mushtaq,44,57,89,5,0,77.19,1995
Brian McMillan,lbw b Waqar Younis,1,4,7,0,0,25.0,1995
Daryll Cullinan,b Waqar Younis,65,76,115,6,0,85.53,1995
Jacques Kallis,c & b Saqlain Mushtaq,9,14,11,0,0,64.29,1995
Hansie Cronje,not out,45,73,93,2,0,61.64,1995
Shaun Pollock,not out,20,28,34,1,0,71.43,1995
Dipak Chudasama,c Lara b Walsh,8,7,8,2,0,114.29,1995
Tariq Iqbal,c Cuffy b Walsh,16,32,44,2,0,50.0,1995
Kennedy Otieno,c Adams b Walsh,2,5,7,0,0,40.0,1995
Steve Tikolo,c Adams b Harper,29,50,85,3,1,58.0,1995
Maurice Odumbe,hit wicket b Bishop,6,30,48,0,0,20.0,1995
Hitesh Modi,c Adams b Ambrose,26,74,111,1,0,35.14,1995
Martin Suji,c Lara b Harper,0,4,8,0,0,0.0,1995
Thomas Odoyo,st Adams b Harper,24,59,61,3,0,40.68,1995
Tito Odumbe,b Cuffy,1,4,2,0,0,25.0,1995
Aasif Karim,c Adams b Ambrose,11,27,43,1,0,40.74,1995
Rajab Ali,not out,6,19,16,0,0,31.58,1995
Sherwin Campbell,b Suji,4,12,19,1,0,33.33,1995
Sir Richie Richardson,b Ali,5,11,15,1,0,45.45,1995
Brian Lara,c Iqbal b Ali,8,11,19,1,0,72.73,1995
Shivnarine Chanderpaul,c Tikolo b MO Odumbe,19,48,72,3,0,39.58,1995
Keith Arthurton,run out,0,6,8,0,0,0.0,1995
Jimmy Adams,c Modi b MO Odumbe,9,37,57,1,0,24.32,1995
Roger Harper,c Iqbal b MO Odumbe,17,18,26,3,0,94.44,1995
Ian Bishop,not out,6,42,55,0,0,14.29,1995
Sir Curtly Ambrose,run out,3,13,13,0,0,23.08,1995
Courtney Walsh,c Chudasama b Karim,4,8,15,1,0,50.0,1995
Cameron Cuffy,b Ali,1,8,8,0,0,12.5,1995
Mark Waugh,run out (Prasad),126,135,195,8,3,93.33,1995
Mark Taylor,c Srinath b Raju,59,73,95,8,1,80.82,1995
Ricky Ponting,c Manjrekar b Raju,12,21,31,0,0,57.14,1995
Steve Waugh,run out (Raju),7,15,21,0,0,46.67,1995
Stuart Law,c & b Kumble,21,31,49,1,0,67.74,1995
Michael Bevan,run out (Jadeja),6,5,8,0,0,120.0,1995
Shane Lee,run out (Mongia),9,10,14,0,0,90.0,1995
Ian Healy,c Kumble b Prasad,6,10,13,0,0,60.0,1995
Shane Warne,c Azharuddin b Prasad,0,1,1,0,0,0.0,1995
Damien Fleming,run out (Mongia/Prasad),0,1,3,0,0,0.0,1995
Glenn McGrath,not out,0,0,1,0,0,0.0,1995
Ajay Jadeja,lbw b Fleming,1,17,16,0,0,5.88,1995
Sachin Tendulkar,st Healy b ME Waugh,90,84,124,14,1,107.14,1995
Vinod Kambli,b Fleming,0,2,6,0,0,0.0,1995
Mohammad Azharuddin,b Fleming,10,17,40,1,0,58.82,1995
Sanjay Manjrekar,c Healy b SR Waugh,62,91,103,7,0,68.13,1995
Manoj Prabhakar,run out (Ponting),3,6,4,0,0,50.0,1995
Nayan Mongia,c Taylor b Warne,27,32,35,3,0,84.38,1995
Anil Kumble,b Fleming,17,22,32,3,0,77.27,1995
Javagal Srinath,c Lee b Fleming,7,12,16,1,0,58.33,1995
Venkatesh Prasad,c Bevan b SR Waugh,0,2,5,0,0,0.0,1995
Venkatapathy Raju,not out,3,4,6,0,0,75.0,1995
Craig Spearman,b Saleem Raza,78,77,114,10,0,101.3,1995
Nathan Astle,b Samarasekera,2,2,11,0,0,100.0,1995
Stephen Fleming,c & b Dukanwala,16,11,17,4,0,145.45,1995
Roger Twose,c Mazhar Hussain b Azhar Saeed,92,112,134,8,0,82.14,1995
Chris Cairns,c Imtiaz Abbasi b Zarawani,6,20,10,0,0,30.0,1995
Adam Parore,c Azhar Saeed b Zarawani,15,18,24,0,0,83.33,1995
Shane Thomson,not out,31,35,40,2,0,88.57,1995
Lee Germon,b Azhar Saeed,3,6,8,0,0,50.0,1995
Dion Nash,lbw b Azhar Saeed,8,12,14,0,0,66.67,1995
Danny Morrison,not out,10,2,2,1,1,500.0,1995
Azhar Saeed,c Fleming b Nash,5,20,25,0,0,25.0,1995
Saleem Raza,c Kennedy b Morrison,21,17,30,3,1,123.53,1995
Mazhar Hussain,c Cairns b Thomson,29,53,63,5,0,54.72,1995
Vijay Mehra,c Cairns b Thomson,12,21,49,1,0,57.14,1995
Mohammad Ishaq,c Fleming b Kennedy,8,9,19,0,0,88.89,1995
Mohammad Aslam,c Twose b Thomson,1,12,22,0,0,8.33,1995
Shaukat Dukanwala,c & b Cairns,8,21,21,0,0,38.1,1995
Arshad Laeeq,run out,14,36,39,3,0,38.89,1995
Johanne Samarasekera,not out,47,59,65,5,0,79.66,1995
Sultan Zarawani,c Thomson b Nash,13,18,29,1,0,72.22,1995
Imtiaz Abbasi,not out,2,6,5,0,0,33.33,1995
Dipak Chudasama,run out,34,66,98,5,0,51.52,1995
Tariq Iqbal,b Lock,1,20,20,0,0,5.0,1995
Kennedy Otieno,b Peall,19,51,64,0,0,37.25,1995
Steve Tikolo,st A Flower b BC Strang,0,6,4,0,0,0.0,1995
Maurice Odumbe,c BC Strang b PA Strang,30,64,92,1,0,46.88,1995
Hitesh Modi,b BC Strang,3,10,7,0,0,30.0,1995
Tito Odumbe,c Campbell b PA Strang,20,55,51,0,0,36.36,1995
Thomas Odoyo,c GW Flower b PA Strang,0,2,1,0,0,0.0,1995
Aasif Karim,lbw b PA Strang,0,1,1,0,0,0.0,1995
Martin Suji,c GW Flower b PA Strang,15,23,21,1,0,65.22,1995
Rajab Ali,not out,0,0,1,0,0,0.0,1995
Andy Waller,c Tikolo b MO Odumbe,30,32,57,3,0,93.75,1995
Grant Flower,b Ali,45,112,134,4,0,40.18,1995
Alistair Campbell,c Tikolo b MO Odumbe,6,26,43,1,0,23.08,1995
Guy Whittall,c EO Odumbe b Ali,6,36,43,0,0,16.67,1995
Andy Flower,lbw b Ali,5,8,16,1,0,62.5,1995
Craig Evans,not out,8,18,39,1,0,44.44,1995
Heath Streak,not out,15,27,31,1,0,55.56,1995
Nolan Clarke,c Rashid Latif b Aaqib Javed,4,26,31,0,0,15.38,1995
Peter Cantrell,c Ijaz Ahmed b Waqar Younis,17,32,53,1,0,53.13,1995
Tim de Leede,c Rashid Latif b Waqar Younis,0,19,25,0,0,0.0,1995
Klaas-Jan van Noortwijk,c Mushtaq Ahmed b Aaqib Javed,33,89,100,2,1,37.08,1995
Flavian Aponso,b Waqar Younis,58,105,129,3,1,55.24,1995
Roland Lefebvre,b Waqar Younis,10,26,42,0,0,38.46,1995
Bas Zuiderent,run out,6,6,13,1,0,100.0,1995
Eric Gouka,not out,0,1,2,0,0,0.0,1995
Aamer Sohail,c Jansen b Lefebvre,9,24,16,1,0,37.5,1995
Saeed Anwar,not out,83,92,112,9,3,90.22,1995
Ijaz Ahmed,c Lefebvre b Cantrell,39,55,77,2,1,70.91,1995
Inzamam-ul-Haq,not out,18,13,17,0,1,138.46,1995
Grant Flower,not out,25,40,0,0,0,62.5,1995
Andy Waller,c EO Odumbe b Ali,3,14,0,0,0,21.43,1995
Guy Whittall,c MO Odumbe b EO Odumbe,12,33,0,0,0,36.36,1995
Alistair Campbell,lbw b EO Odumbe,0,1,0,0,0,0.0,1995
Andy Flower,not out,0,0,0,0,0,0.0,1995
Gary Kirsten,run out,38,60,86,4,0,63.33,1995
Steve Palframan,c Russell b Martin,28,36,51,3,0,77.78,1995
Hansie Cronje,c Russell b Gough,15,31,43,1,0,48.39,1995
Daryll Cullinan,b DeFreitas,34,42,49,2,0,80.95,1995
Jacques Kallis,c Russell b Cork,26,42,59,2,0,61.9,1995
Jonty Rhodes,b Martin,37,32,37,3,0,115.63,1995
Brian McMillan,b Smith,11,17,25,0,0,64.71,1995
Shaun Pollock,c Fairbrother b Cork,12,13,17,0,0,92.31,1995
Pat Symcox,c Thorpe b Martin,1,4,4,0,0,25.0,1995
Craig Matthews,not out,9,13,20,0,0,69.23,1995
Fanie de Villiers,c Smith b Gough,12,11,13,1,0,109.09,1995
Mike Atherton,c Palframan b Pollock,0,4,2,0,0,0.0,1995
Neil Smith,b de Villiers,11,24,45,1,0,45.83,1995
Graeme Hick,c McMillan b de Villiers,14,27,24,1,0,51.85,1995
Graham Thorpe,c Palframan b Symcox,46,69,101,3,0,66.67,1995
Alec Stewart,run out,7,29,41,0,0,24.14,1995
Neil Fairbrother,c Palframan b Symcox,3,10,15,0,0,30.0,1995
Jack Russell,c Rhodes b Pollock,12,32,30,0,0,37.5,1995
Dominic Cork,b Matthews,17,33,45,1,0,51.52,1995
Phil DeFreitas,run out,22,24,34,1,1,91.67,1995
Darren Gough,b Matthews,11,12,13,2,0,91.67,1995
Peter Martin,not out,1,3,7,0,0,33.33,1995
Ganesh Mylvaganam,b Mushtaq Ahmed,13,50,66,1,0,26.0,1995
Saleem Raza,c Javed Miandad b Aaqib Javed,22,20,27,2,1,110.0,1995
Azhar Saeed,run out,1,13,24,0,0,7.69,1995
Mazhar Hussain,c Waqar Younis b Mushtaq Ahmed,7,21,28,0,0,33.33,1995
Mohammad Aslam,b Mushtaq Ahmed,5,9,8,1,0,55.56,1995
Mohammad Ishaq,b Wasim Akram,12,20,31,1,0,60.0,1995
Arshad Laeeq,c Ijaz Ahmed b Aaqib Javed,9,19,15,2,0,47.37,1995
Johanne Samarasekera,b Waqar Younis,10,22,30,0,0,45.45,1995
Shaukat Dukanwala,not out,21,19,26,1,1,110.53,1995
Sultan Zarawani,b Wasim Akram,1,3,2,0,0,33.33,1995
Imtiaz Abbasi,not out,0,4,2,0,0,0.0,1995
Aamer Sohail,b Samarasekera,5,5,4,1,0,100.0,1995
Saeed Anwar,not out,40,50,84,4,0,80.0,1995
Ijaz Ahmed,not out,50,57,79,4,1,87.72,1995
Mark Taylor,c Modi b Suji,6,20,19,0,0,30.0,1995
Mark Waugh,c Suji b Ali,130,128,167,14,1,101.56,1995
Ricky Ponting,c Otieno b Ali,6,12,15,1,0,50.0,1995
Steve Waugh,c & b Suji,82,88,136,5,1,93.18,1995
Stuart Law,run out (MO Odumbe),35,30,43,3,0,116.67,1995
Michael Bevan,b Ali,12,12,14,0,0,100.0,1995
Ian Healy,c EO Odumbe b Karim,17,11,21,2,0,154.55,1995
Paul Reiffel,not out,3,2,4,0,0,150.0,1995
Shane Warne,not out,0,2,2,0,0,0.0,1995
Kennedy Otieno,b McGrath,85,137,164,8,1,62.04,1995
Dipak Chudasama,c Healy b McDermott,5,7,10,1,0,71.43,1995
Steve Tikolo,c Ponting b Reiffel,6,8,33,1,0,75.0,1995
Maurice Odumbe,c Reiffel b Bevan,50,53,72,7,0,94.34,1995
Hitesh Modi,b Bevan,10,20,31,1,0,50.0,1995
Tito Odumbe,c Bevan b Reiffel,14,33,33,0,0,42.42,1995
David Tikolo,not out,11,35,57,0,0,31.43,1995
Thomas Odoyo,st Healy b Warne,10,6,5,2,0,166.67,1995
Martin Suji,not out,1,4,1,0,0,25.0,1995
Alec Stewart,b Bakker,5,13,11,0,0,38.46,1995
Neil Smith,c Clarke b Jansen,31,33,39,5,0,93.94,1995
Graeme Hick,not out,104,133,170,6,2,78.2,1995
Graham Thorpe,lbw b Lefebvre,89,82,90,7,1,108.54,1995
Mike Atherton,b Lubbers,10,10,19,0,0,100.0,1995
